Columns,02_A1.d,03_A2.d,04_A3.d,05_A4.d,06_A5.d,07_A6.d,08_A7.d,09_A8.d,10_A9.d,12_A10.d,13_A11.d,14_A12.d,15_B1.d,16_B2.d,17_B3.d,18_B4.d,19_B5.d,20_B6.d,22_B7.d,23_B8.d,24_B9.d,25_B10.d,26_B11.d,27_B12.d,28_C1.d,29_C2.d,30_C3.d,32_C4.d,33_C5.d,34_C6.d,35_C7.d,36_C8.d,37_C9.d,38_C10.d,39_C11.d,40_C12.d,42_D1.d,43_D2.d,44_D3.d,45_D4.d,46_D5.d,47_D6.d,48_D7.d,49_D8.d,50_D9.d,52_D10.d,53_D11.d,54_D12.d,55_E1.d,56_E2.d,57_E3.d,58_E4.d,59_E5.d,60_E6.d,62_E7.d,63_E8.d,64_E9.d,65_E10.d,66_E11.d,67_E12.d,68_F1.d,68_F2.d,68_F3.d,72_F4.d,73_F5.d,74_F6.d,75_F7.d,76_F8.d,77_F9.d,78_F10.d,79_F11.d,80_F12.d,82_G1.d,83_G2.d,84_G3.d,85_G4.d,86_G5.d,87_G6.d,88_G7.d,89_G8.d,90_G9.d,92_G10.d,93_G11.d,94_G12.d,95_H1.d,96_H2.d,97_H3.d,98_H4.d,99_H5.d,100_H6.d,102_H7.d,103_H8.d,104_H9.d,105_H10.d,106_H11.d,107_H12.d
m3U,39993.0,26502.0,32277.0,37373.0,15328.0,17755.0,18377.0,25242.0,40467.0,36053.0,34300.0,37244.0,45322.0,27993.0,37351.0,45739.0,17253.0,15665.0,17933.0,22515.0,40483.0,41812.0,31850.0,34247.0,47044.0,34867.0,37665.0,35982.0,18691.0,16905.0,21741.0,26743.0,43786.0,38323.0,37656.0,29541.0,61445.0,44600.0,57086.0,60974.0,21539.0,22646.0,24098.0,28662.0,42806.0,35981.0,30369.0,42433.0,55966.0,39774.0,48753.0,51222.0,17552.0,23287.0,30223.0,22102.0,44543.0,39668.0,43776.0,43055.0,67491.0,43448.0,42796.0,44363.0,25190.0,26334.0,22327.0,20828.0,40824.0,37134.0,39030.0,39247.0,69005.0,43192.0,50265.0,50564.0,18019.0,20638.0,23550.0,25898.0,36931.0,42231.0,43238.0,40920.0,47963.0,64167.0,36664.0,54513.0,24198.0,22152.0,23223.0,23176.0,38013.0,45500.0,27148.0,40111.0
m5C,12889.0,8549.0,11114.0,8337.0,3871.0,4140.0,3592.0,2988.0,6654.0,6718.0,5581.0,5027.0,13235.0,6620.0,7653.0,8012.0,3447.0,3534.0,4729.0,3320.0,6683.0,7196.0,5942.0,5781.0,11717.0,7366.0,7611.0,8411.0,3754.0,3081.0,4320.0,3623.0,6274.0,5722.0,5904.0,4518.0,10878.0,8568.0,8688.0,8578.0,4103.0,4020.0,3211.0,3934.0,4168.0,4601.0,4511.0,5468.0,10901.0,7157.0,6825.0,7151.0,3364.0,3823.0,3369.0,2572.0,4886.0,4735.0,5025.0,5512.0,14780.0,6419.0,7546.0,7229.0,6779.0,3413.0,2845.0,0,7319.0,5024.0,5150.0,4293.0,11079.0,8802.0,8106.0,9191.0,2859.0,2350.0,443.0,1184.0,1970.0,4527.0,4443.0,717.0,10421.0,9312.0,12019.0,10752.0,2979.0,0,5850.0,1548.0,1875.0,4229.0,6662.0,4557.0
m5U,673263.0,501518.0,602193.0,669260.0,312027.0,343668.0,374138.0,512118.0,709284.0,692798.0,674471.0,742529.0,785674.0,539127.0,650443.0,781951.0,320650.0,309511.0,360417.0,413415.0,731899.0,781919.0,624560.0,721502.0,804815.0,572741.0,654130.0,602725.0,355730.0,326558.0,413896.0,496909.0,784288.0,753634.0,776934.0,628328.0,986876.0,726597.0,859854.0,899870.0,415368.0,388479.0,438011.0,495809.0,734984.0,620402.0,596071.0,808336.0,916518.0,642416.0,753772.0,767696.0,323315.0,445201.0,539136.0,434565.0,744372.0,709810.0,772050.0,773768.0,1017281.0,725073.0,717592.0,697658.0,462189.0,472943.0,453285.0,0,709496.0,659915.0,728477.0,740019.0,1051551.0,693966.0,755867.0,819017.0,372276.0,395804.0,425434.0,427688.0,594651.0,757213.0,784218.0,0,845126.0,971892.0,662568.0,853011.0,443506.0,0,422024.0,420102.0,576954.0,760289.0,510938.0,748565.0
m5Um,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m62A,57766.0,46025.0,53943.0,55637.0,9060.0,8722.0,10285.0,11683.0,24492.0,23962.0,23879.0,24445.0,58723.0,43683.0,51116.0,58915.0,7599.0,7576.0,10074.0,8479.0,22363.0,23405.0,19589.0,22254.0,56822.0,42295.0,46993.0,44997.0,7613.0,8182.0,8904.0,10140.0,24631.0,20758.0,22676.0,18004.0,61214.0,49815.0,59300.0,59976.0,8366.0,8669.0,8729.0,10407.0,20896.0,18435.0,18219.0,24249.0,58212.0,45310.0,55378.0,53208.0,6007.0,8361.0,9350.0,8216.0,20572.0,19416.0,22334.0,23669.0,71049.0,49259.0,50566.0,50879.0,12533.0,8397.0,8189.0,7079.0,24762.0,18587.0,19915.0,20839.0,67912.0,50479.0,55877.0,60755.0,7074.0,7305.0,8124.0,8476.0,21930.0,21282.0,22066.0,19642.0,58493.0,65290.0,55759.0,62089.0,8438.0,8185.0,12641.0,9380.0,17822.0,20847.0,19507.0,20918.0
m6A,255914.0,180324.0,224137.0,237757.0,101121.0,109234.0,119400.0,165222.0,246917.0,230604.0,214147.0,232743.0,265119.0,188333.0,232040.0,281390.0,106840.0,99906.0,124506.0,133384.0,248636.0,246747.0,182851.0,204939.0,272151.0,222401.0,238963.0,200660.0,119441.0,115229.0,142251.0,167320.0,258956.0,234476.0,227606.0,173889.0,343917.0,272015.0,333242.0,339074.0,139028.0,134542.0,144473.0,158919.0,239520.0,202546.0,175449.0,239763.0,308634.0,237457.0,273301.0,281830.0,102995.0,149865.0,175216.0,135531.0,236652.0,213904.0,245125.0,237761.0,326593.0,275340.0,252988.0,234544.0,150186.0,163796.0,148201.0,133842.0,219674.0,203662.0,227640.0,222037.0,348065.0,230093.0,256012.0,277691.0,125034.0,124230.0,138321.0,146054.0,211795.0,226641.0,227124.0,229798.0,267980.0,334718.0,221998.0,302310.0,141007.0,135580.0,125209.0,131202.0,200298.0,220181.0,157256.0,220703.0
m7G,4173255.0,3290935.0,3902645.0,4254449.0,1970133.0,2188696.0,2292552.0,3178477.0,4569544.0,4414419.0,4326981.0,4577049.0,4237594.0,3245812.0,4022899.0,4774798.0,1979406.0,1857930.0,2271102.0,2485087.0,4511595.0,4773989.0,3598008.0,4107982.0,4024248.0,3485017.0,3773218.0,3587440.0,2010191.0,1853624.0,2306662.0,2739723.0,4428862.0,4155683.0,4116074.0,3321164.0,4979487.0,4211307.0,5027686.0,5097632.0,2261022.0,2181389.0,2404410.0,2698186.0,4121868.0,3727694.0,3295728.0,4394817.0,4482956.0,3529722.0,4208071.0,4266060.0,1692717.0,2459043.0,3086098.0,2308638.0,4072775.0,3798597.0,4122717.0,4100963.0,4718703.0,3960644.0,3835446.0,3969379.0,2487933.0,2573590.0,2371947.0,858772.0,3902723.0,3478319.0,3906363.0,3883969.0,5046673.0,3637524.0,3995950.0,4323995.0,1931011.0,2083459.0,2300373.0,1534120.0,3432455.0,4012689.0,4230792.0,1355379.0,3911009.0,5038370.0,3309544.0,4532950.0,2240319.0,754950.0,2204945.0,2169666.0,2243867.0,3862545.0,2531461.0,3754360.0
m8A,1876241.0,1188341.0,1512820.0,1652724.0,731739.0,834811.0,882529.0,1250181.0,1849967.0,1663000.0,1549345.0,1682057.0,1997614.0,1304441.0,1606170.0,1997658.0,810912.0,781186.0,920627.0,1059658.0,1888019.0,1825918.0,1356639.0,1544064.0,1957762.0,1537891.0,1650554.0,1559744.0,884701.0,851340.0,1045489.0,1245319.0,1963473.0,1737321.0,1678012.0,1298847.0,2405215.0,1926221.0,2246314.0,2311992.0,1024285.0,997325.0,1071520.0,1219937.0,1850352.0,1611982.0,1351415.0,1822490.0,2146065.0,1645745.0,1973660.0,2096789.0,807737.0,1141586.0,1340047.0,1087576.0,1850087.0,1724702.0,1882203.0,1875248.0,2426266.0,1893468.0,1858693.0,1791516.0,1169902.0,1237828.0,1101951.0,1064747.0,1821340.0,1554943.0,1741471.0,1738312.0,2519341.0,1692584.0,1900047.0,2183953.0,917362.0,1010300.0,1114346.0,1220889.0,1608098.0,1751535.0,1820481.0,1858138.0,1904847.0,2340771.0,1589591.0,2187280.0,1069439.0,1040270.0,995793.0,1088362.0,1591877.0,1784930.0,1198380.0,1739744.0
mcm5U,0,0,314.0,0,0,623.0,574.0,0,0,1203.0,0,0,0,0,0,0,512.0,0,0,0,1404.0,1220.0,835.0,1244.0,0,388.0,0,0,556.0,0,650.0,0,613.0,1743.0,1236.0,1161.0,460.0,499.0,0,0,0,723.0,0,0,1230.0,798.0,832.0,844.0,472.0,0,0,0,0,756.0,1043.0,0,771.0,1353.0,0,1116.0,0,0,0,0,0,704.0,0,0,921.0,977.0,1155.0,955.0,0,0,0,0,0,0,0,387.0,878.0,743.0,956.0,0,437.0,0,0,0,680.0,0,0,413.0,378.0,1085.0,1199.0,0
mcm5Um_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcm5Um_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcmo5U_201,41811.0,26553.0,34547.0,37447.0,16288.0,19230.0,20672.0,29315.0,43243.0,42159.0,38975.0,43933.0,47555.0,30026.0,37405.0,44879.0,16722.0,16671.0,21666.0,23656.0,42363.0,46404.0,36192.0,41346.0,48043.0,32474.0,38047.0,34792.0,19782.0,17547.0,22095.0,28219.0,45956.0,47340.0,45326.0,36102.0,64071.0,44691.0,54691.0,57424.0,24653.0,23727.0,24502.0,28918.0,45606.0,38589.0,37153.0,52728.0,61328.0,36827.0,44737.0,46829.0,17332.0,26103.0,33646.0,23822.0,48137.0,41814.0,48801.0,44887.0,64667.0,42779.0,41744.0,42302.0,27785.0,28162.0,25569.0,23086.0,44221.0,39410.0,46812.0,44360.0,72389.0,41382.0,43619.0,46939.0,21049.0,23167.0,23763.0,29113.0,40879.0,45112.0,48305.0,48111.0,46606.0,59086.0,35625.0,52650.0,24789.0,22421.0,22389.0,24225.0,40177.0,48066.0,29666.0,45834.0
mcmo5U_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnm5s2U_172,7267.0,5450.0,6326.0,6103.0,3236.0,3023.0,2944.0,4115.0,8146.0,9509.0,7792.0,9555.0,6850.0,5587.0,6276.0,7508.0,2550.0,2432.0,3452.0,3103.0,8276.0,9754.0,6905.0,8641.0,6552.0,5097.0,6211.0,5982.0,3330.0,2886.0,4015.0,4677.0,8371.0,8040.0,9847.0,7165.0,8664.0,6682.0,7566.0,8106.0,3950.0,3464.0,4144.0,4523.0,8058.0,6961.0,7005.0,9207.0,7758.0,5965.0,7641.0,7692.0,2456.0,4530.0,5311.0,4136.0,8262.0,8036.0,8518.0,8785.0,7992.0,6909.0,6424.0,7213.0,4006.0,4737.0,4396.0,648.0,8119.0,7309.0,7995.0,7894.0,10521.0,7019.0,7623.0,7875.0,3568.0,3411.0,0,0,0,8459.0,8817.0,1595.0,7218.0,8683.0,6220.0,7733.0,4106.0,441.0,0,0,2488.0,7585.0,5595.0,8964.0
mnm5s2U_273,954.0,702.0,867.0,0,0,401.0,0,686.0,1225.0,1064.0,951.0,1187.0,819.0,681.0,699.0,1060.0,324.0,305.0,540.0,369.0,944.0,1158.0,1084.0,1333.0,1006.0,571.0,0,802.0,505.0,0,0,587.0,904.0,1223.0,1225.0,966.0,1358.0,0,0,1189.0,0,0,336.0,657.0,912.0,0,870.0,1139.0,1139.0,685.0,0,1036.0,0,629.0,0,576.0,838.0,1354.0,1068.0,1363.0,1104.0,0,828.0,959.0,487.0,296.0,507.0,122.0,1185.0,863.0,992.0,0,1265.0,1094.0,940.0,0,0,193.0,471.0,0,0,1213.0,1336.0,0,800.0,1093.0,684.0,0,0,0,0,0,0,1160.0,866.0,1027.0
mo5U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ms2i6A,264009.0,219019.0,266781.0,297969.0,186812.0,234033.0,252269.0,344992.0,434477.0,413004.0,340947.0,426344.0,263282.0,222726.0,281981.0,267627.0,212525.0,204566.0,242608.0,252816.0,405208.0,459372.0,377223.0,359219.0,256611.0,221400.0,255161.0,213879.0,199668.0,191914.0,255989.0,253593.0,402137.0,402288.0,386896.0,301643.0,272862.0,238113.0,273525.0,248816.0,180423.0,197342.0,240699.0,239807.0,334850.0,324817.0,296364.0,344656.0,225468.0,223499.0,229903.0,244510.0,171354.0,245287.0,254616.0,255365.0,341348.0,347345.0,336364.0,377442.0,322594.0,232849.0,232957.0,260610.0,280349.0,234051.0,198491.0,186179.0,328927.0,305091.0,323177.0,323465.0,295674.0,252925.0,281364.0,285439.0,147790.0,230208.0,253846.0,243464.0,287272.0,400529.0,393395.0,304077.0,221562.0,286653.0,207963.0,238441.0,158000.0,171210.0,192239.0,181532.0,235680.0,352271.0,195452.0,295336.0
ms2io6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preQ1_163,0,0,284.0,228.0,122.0,0,0,0,0,0,0,0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,0,0,0,0,0,0,199.0,0,0,0,0,0,0,0,133.0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,305.0,0,0,0,0,0,104.0,0,0,180.0,0,0
Q_163,135205.0,95353.0,111754.0,121068.0,52631.0,59462.0,60412.0,92115.0,137669.0,128310.0,126619.0,140042.0,153408.0,99951.0,123348.0,155118.0,51660.0,47526.0,58292.0,67416.0,136855.0,146959.0,112341.0,132492.0,151053.0,106251.0,121765.0,115288.0,55739.0,49528.0,66424.0,81482.0,141842.0,135590.0,137431.0,104100.0,190724.0,139398.0,170819.0,175159.0,62444.0,62367.0,72620.0,78860.0,129260.0,110660.0,101051.0,145926.0,180014.0,116983.0,143047.0,147648.0,47700.0,74130.0,90603.0,65886.0,129994.0,126431.0,138712.0,139419.0,207451.0,134611.0,131521.0,133850.0,70213.0,78962.0,75801.0,0,123364.0,112444.0,124489.0,133841.0,228344.0,131048.0,144283.0,165688.0,55829.0,60184.0,66424.0,66839.0,112259.0,138747.0,140624.0,0,158194.0,199340.0,124548.0,172534.0,70216.0,21442.0,60510.0,64342.0,100426.0,133925.0,82623.0,136171.0
Q_295,63861.0,43293.0,52171.0,58313.0,22941.0,25447.0,29672.0,42128.0,67459.0,60608.0,60369.0,65955.0,72633.0,47224.0,57102.0,70422.0,24967.0,24226.0,29180.0,31526.0,62426.0,66844.0,52989.0,61492.0,69464.0,49005.0,56489.0,55126.0,25702.0,24657.0,30654.0,34604.0,67330.0,61632.0,63046.0,48944.0,89672.0,65018.0,77929.0,81132.0,28315.0,27550.0,33008.0,34308.0,59740.0,49840.0,47192.0,69186.0,83130.0,55846.0,67379.0,67807.0,21462.0,34993.0,40756.0,31368.0,57969.0,55925.0,64883.0,64767.0,94659.0,64175.0,64110.0,61171.0,31633.0,34297.0,32557.0,0,57307.0,50762.0,58214.0,60943.0,109629.0,57310.0,66316.0,75966.0,27555.0,27056.0,29592.0,32220.0,53386.0,61600.0,68987.0,26923.0,71936.0,93286.0,54474.0,78824.0,30668.0,0,28184.0,30180.0,48976.0,59468.0,38838.0,61642.0
rNA,49403.0,28495.0,43508.0,56504.0,24339.0,30576.0,33553.0,43471.0,43196.0,44961.0,37799.0,40039.0,72395.0,26070.0,45786.0,70322.0,20745.0,22564.0,25937.0,29593.0,32517.0,34425.0,29965.0,32464.0,70947.0,43746.0,31865.0,43250.0,19382.0,15363.0,22115.0,31619.0,31562.0,30083.0,32673.0,26712.0,101377.0,72279.0,101128.0,93436.0,20182.0,20337.0,20131.0,28274.0,29228.0,25434.0,21327.0,31782.0,74852.0,39262.0,42709.0,57146.0,17360.0,22084.0,32471.0,25019.0,25488.0,25941.0,28546.0,30676.0,85711.0,45439.0,36155.0,37406.0,26924.0,25452.0,23240.0,19238.0,29599.0,24447.0,25030.0,23561.0,68710.0,33175.0,35174.0,41827.0,19797.0,19520.0,21405.0,30329.0,21755.0,28754.0,27259.0,19039.0,35277.0,68225.0,26130.0,56157.0,24507.0,19529.0,28377.0,31705.0,20014.0,27579.0,20119.0,25645.0
s2U,199353.0,146713.0,195734.0,216834.0,110806.0,128406.0,131902.0,188410.0,295680.0,287154.0,267717.0,290734.0,209184.0,157767.0,206616.0,263390.0,114154.0,109735.0,135102.0,151412.0,296204.0,314314.0,241470.0,280752.0,206274.0,181548.0,203896.0,199677.0,124010.0,119005.0,150510.0,187722.0,311405.0,295172.0,313847.0,236069.0,284408.0,238864.0,304401.0,321597.0,151750.0,143813.0,168447.0,180660.0,296228.0,263967.0,230305.0,319670.0,243207.0,196513.0,256495.0,265509.0,113121.0,167018.0,212787.0,157457.0,296215.0,280537.0,313169.0,306559.0,291145.0,237119.0,229493.0,226187.0,170824.0,185075.0,166044.0,130958.0,291317.0,253912.0,291004.0,291666.0,318946.0,207269.0,241485.0,276947.0,120713.0,143020.0,158868.0,165004.0,259435.0,305744.0,315280.0,276346.0,255780.0,301240.0,177161.0,278496.0,154959.0,121604.0,155378.0,156902.0,241814.0,284624.0,182368.0,287099.0
s4U,193953.0,140412.0,188240.0,205003.0,105114.0,117967.0,124647.0,182914.0,281261.0,273839.0,262345.0,284328.0,202213.0,151854.0,195088.0,246496.0,109515.0,103801.0,129400.0,143247.0,281113.0,306244.0,225075.0,272355.0,205199.0,172204.0,199799.0,191622.0,122391.0,112949.0,144529.0,182363.0,312319.0,284024.0,292953.0,228422.0,272029.0,231379.0,286549.0,309831.0,144484.0,139686.0,155989.0,173949.0,285971.0,247049.0,220615.0,315389.0,238992.0,188434.0,241904.0,253753.0,110023.0,161599.0,207218.0,154954.0,288782.0,272730.0,301179.0,296009.0,282690.0,231484.0,224622.0,216553.0,166913.0,174864.0,158947.0,125447.0,280137.0,242453.0,278339.0,279555.0,306476.0,193281.0,231929.0,258817.0,115581.0,137450.0,151882.0,159932.0,255820.0,292360.0,305721.0,264748.0,242301.0,287535.0,172319.0,272824.0,148956.0,117574.0,146977.0,150249.0,229131.0,281565.0,170392.0,272840.0
se2U,0,281.0,0,0,279.0,680.0,0,0,502.0,0,0,626.0,0,0,132.0,0,0,0,0,0,0,401.0,0,0,0,0,0,0,0,0,0,447.0,121.0,650.0,0,0,0,0,0,0,0,0,0,0,412.0,364.0,0,0,0,0,0,0,0,0,0,0,349.0,501.0,0,0,0,0,0,0,0,0,0,0,391.0,502.0,0,701.0,0,0,0,0,412.0,534.0,0,0,296.0,693.0,0,0,0,460.0,0,0,600.0,0,491.0,0,0,0,444.0,797.0
t6A,36264.0,32927.0,37134.0,41694.0,17892.0,18210.0,21745.0,28515.0,42774.0,47448.0,42939.0,48704.0,38214.0,34611.0,39089.0,50090.0,18330.0,17879.0,21284.0,21082.0,43934.0,50838.0,41498.0,50110.0,35617.0,34593.0,42403.0,39202.0,19377.0,18572.0,23104.0,27110.0,48183.0,48249.0,51036.0,42859.0,43659.0,46496.0,51550.0,54130.0,24070.0,20641.0,25923.0,28170.0,50490.0,41315.0,38132.0,55514.0,40941.0,40112.0,50975.0,47383.0,17129.0,26984.0,33323.0,26401.0,47208.0,47700.0,52728.0,55190.0,45992.0,45387.0,46885.0,45238.0,27963.0,27786.0,26530.0,16252.0,47768.0,42361.0,44820.0,48135.0,51764.0,46858.0,49145.0,56109.0,21564.0,23267.0,24136.0,22924.0,41275.0,51782.0,54483.0,33655.0,49665.0,62829.0,44713.0,52690.0,27577.0,17794.0,24828.0,23831.0,34932.0,49301.0,34251.0,50072.0
