Columns,02_A1.d,03_A2.d,04_A3.d,05_A4.d,06_A5.d,07_A6.d,08_A7.d,09_A8.d,10_A9.d,12_A10.d,13_A11.d,14_A12.d,15_B1.d,16_B2.d,17_B3.d,18_B4.d,19_B5.d,20_B6.d,22_B7.d,23_B8.d,24_B9.d,25_B10.d,26_B11.d,27_B12.d,28_C1.d,29_C2.d,30_C3.d,32_C4.d,33_C5.d,34_C6.d,35_C7.d,36_C8.d,37_C9.d,38_C10.d,39_C11.d,40_C12.d,42_D1.d,43_D2.d,44_D3.d,45_D4.d,46_D5.d,47_D6.d,48_D7.d,49_D8.d,50_D9.d,52_D10.d,53_D11.d,54_D12.d,55_E1.d,56_E2.d,57_E3.d,58_E4.d,59_E5.d,60_E6.d,62_E7.d,63_E8.d,64_E9.d,65_E10.d,66_E11.d,67_E12.d,68_F1.d,68_F2.d,68_F3.d,72_F4.d,73_F5.d,74_F6.d,75_F7.d,76_F8.d,77_F9.d,78_F10.d,79_F11.d,80_F12.d,82_G1.d,83_G2.d,84_G3.d,85_G4.d,86_G5.d,87_G6.d,88_G7.d,89_G8.d,90_G9.d,92_G10.d,93_G11.d,94_G12.d,95_H1.d,96_H2.d,97_H3.d,98_H4.d,99_H5.d,100_H6.d,102_H7.d,103_H8.d,104_H9.d,105_H10.d,106_H11.d,107_H12.d
Um,12677.0,9817.0,10887.0,11604.0,5289.0,5407.0,5730.0,7258.0,12537.0,12528.0,13150.0,13588.0,14142.0,10792.0,11428.0,12492.0,5481.0,4963.0,6587.0,6428.0,14274.0,15758.0,11957.0,14486.0,13584.0,10505.0,12243.0,12132.0,6212.0,5402.0,7030.0,8063.0,14486.0,14632.0,14715.0,12732.0,17954.0,13342.0,14921.0,15875.0,7563.0,7044.0,7481.0,8758.0,14490.0,12550.0,12950.0,17102.0,14220.0,12027.0,14696.0,15133.0,5378.0,9211.0,9429.0,7397.0,15396.0,15255.0,14842.0,15091.0,16449.0,13034.0,12569.0,12728.0,8580.0,8429.0,7825.0,5637.0,15814.0,13466.0,14694.0,14618.0,19199.0,13438.0,13313.0,16297.0,7125.0,7292.0,7117.0,6688.0,13261.0,15440.0,17189.0,0,15311.0,16724.0,12483.0,15922.0,7562.0,5686.0,7601.0,7513.0,10366.0,14749.0,11016.0,14038.0
Y_191,17137.0,12619.0,14356.0,18260.0,8755.0,8684.0,10004.0,13575.0,20448.0,20298.0,19242.0,20164.0,19719.0,13817.0,16386.0,20619.0,9350.0,8068.0,10418.0,11303.0,19513.0,20386.0,17206.0,21811.0,18783.0,13167.0,16369.0,15949.0,9871.0,8054.0,10500.0,12117.0,20385.0,19051.0,22360.0,19276.0,24430.0,17607.0,19628.0,21477.0,10761.0,9892.0,11572.0,12885.0,20179.0,16762.0,17289.0,22873.0,21259.0,14623.0,18754.0,18313.0,7441.0,10753.0,14501.0,12780.0,18931.0,19498.0,20581.0,22583.0,23274.0,16669.0,18193.0,16978.0,11128.0,11755.0,11307.0,5177.0,19163.0,19102.0,19661.0,19420.0,27404.0,16522.0,18623.0,20327.0,8644.0,10034.0,9567.0,7595.0,15385.0,20977.0,21004.0,7576.0,20891.0,22296.0,16133.0,21159.0,11132.0,4520.0,10928.0,9906.0,10703.0,19240.0,14224.0,19728.0
Y_209,2418.0,1345.0,2053.0,2199.0,0,2662.0,0,2701.0,2574.0,3393.0,2969.0,2391.0,3034.0,2587.0,3021.0,2701.0,0,0,0,0,3594.0,2805.0,2474.0,3313.0,3220.0,0,2703.0,0,0,0,0,3164.0,2896.0,2504.0,3815.0,3837.0,0,0,4081.0,2727.0,0,0,0,0,3462.0,2081.0,0,3190.0,0,0,3960.0,2975.0,0,0,1736.0,0,3571.0,0,0,3457.0,4198.0,2772.0,0,0,0,0,1841.0,0,3550.0,2922.0,0,3201.0,3971.0,2583.0,0,2995.0,0,0,0,0,1825.0,3440.0,3239.0,0,0,0,2194.0,3781.0,0,0,0,0,0,3120.0,2179.0,3386.0
ct6A_162,12820.0,7844.0,9748.0,10170.0,5179.0,5339.0,5914.0,7898.0,13216.0,12188.0,12331.0,11908.0,12975.0,8010.0,9866.0,11725.0,6163.0,5082.0,5877.0,6908.0,12808.0,15401.0,10024.0,12673.0,13385.0,8744.0,9416.0,9742.0,5181.0,4776.0,6853.0,8369.0,12730.0,12589.0,13316.0,9749.0,17653.0,11929.0,13413.0,13260.0,6264.0,6082.0,7790.0,8504.0,12818.0,10349.0,10025.0,14500.0,15101.0,10170.0,11831.0,11292.0,4483.0,7742.0,9047.0,6189.0,13505.0,11846.0,13190.0,14031.0,16417.0,10634.0,11159.0,10780.0,6976.0,7375.0,7415.0,5997.0,12337.0,10280.0,11995.0,11985.0,18857.0,9283.0,11041.0,12769.0,5132.0,6068.0,6479.0,7323.0,12720.0,12386.0,14826.0,11071.0,11610.0,12101.0,9568.0,13150.0,6783.0,6197.0,6480.0,6344.0,10395.0,12144.0,7815.0,12893.0
cm5U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cm5Um,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmnm5s2U_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmnm5s2U_216,5110.0,5685.0,5156.0,4661.0,0,0,0,0,0,1139.0,960.0,0,5406.0,0,4687.0,0,0,0,0,0,0,0,815.0,0,6150.0,0,0,0,0,0,703.0,488.0,1473.0,0,0,952.0,6615.0,0,0,0,0,0,119.0,781.0,1072.0,0,1075.0,1136.0,6013.0,6113.0,5841.0,0,0,0,0,0,1754.0,0,1312.0,0,5378.0,8280.0,0,6481.0,0,0,0,0,0,0,0,1375.0,4835.0,6575.0,0,0,0,0,0,0,0,1390.0,0,278.0,3156.0,10041.0,6560.0,0,0,0,0,0,0,1248.0,0,1561.0
cmnm5U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmnm5Um,0,0,1758.0,0,0,0,0,1458.0,0,0,0,0,2088.0,2034.0,2116.0,2056.0,1790.0,2182.0,2012.0,1885.0,1840.0,0,1634.0,1421.0,0,0,0,0,2614.0,0,0,0,0,0,1688.0,1762.0,0,0,0,0,0,0,0,1807.0,1369.0,1704.0,1495.0,0,0,0,1725.0,1587.0,1748.0,1885.0,0,1911.0,0,0,0,0,0,1820.0,0,2311.0,1852.0,0,0,1891.0,0,0,0,0,0,0,0,0,1771.0,0,0,1660.0,1793.0,1481.0,0,1637.0,0,0,0,0,1556.0,1753.0,1602.0,1685.0,1473.0,0,0,0
ct6A_119,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,0,0,0,0,0,0,0,0,0,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,0,141.0,0,0,0,203.0,0,0,0,0,0,0,0,220.0
g6A,3428.0,2318.0,2990.0,3411.0,2875.0,2690.0,3793.0,3876.0,3077.0,3579.0,3769.0,3490.0,4337.0,2150.0,2836.0,4865.0,3427.0,3048.0,2817.0,2768.0,3581.0,3596.0,4023.0,4272.0,3030.0,2532.0,3037.0,2979.0,2902.0,2543.0,3090.0,3933.0,3907.0,3669.0,4312.0,4236.0,4480.0,3463.0,4280.0,3970.0,3213.0,3096.0,3465.0,4154.0,3574.0,3693.0,4187.0,3996.0,4117.0,2721.0,3537.0,2947.0,2142.0,3440.0,3735.0,3541.0,3566.0,3866.0,4656.0,4429.0,3724.0,3198.0,2936.0,3303.0,3445.0,3330.0,3441.0,1621.0,3262.0,4093.0,3486.0,3063.0,4740.0,3411.0,3564.0,3241.0,2319.0,2814.0,2805.0,2893.0,3410.0,3634.0,3436.0,2004.0,3999.0,4091.0,2510.0,4420.0,3171.0,1979.0,2935.0,3100.0,2629.0,3090.0,4340.0,3714.0
imG-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inm5U,34884.0,24040.0,31509.0,34371.0,15578.0,17978.0,17914.0,26585.0,38284.0,35745.0,33245.0,37441.0,42800.0,26184.0,33226.0,40940.0,18373.0,16051.0,19893.0,23217.0,40463.0,42082.0,32470.0,35996.0,42508.0,31862.0,39565.0,33916.0,19156.0,20074.0,23098.0,30038.0,48744.0,45207.0,45611.0,34068.0,57805.0,44298.0,59353.0,55784.0,23246.0,21573.0,24740.0,29348.0,45191.0,38090.0,34464.0,47334.0,50515.0,36754.0,47843.0,52480.0,20091.0,27864.0,35060.0,27132.0,48262.0,45159.0,44578.0,49776.0,67052.0,48564.0,45922.0,46717.0,31597.0,30810.0,29166.0,24185.0,47564.0,41689.0,46116.0,47819.0,66081.0,45430.0,49809.0,57561.0,22212.0,26837.0,28699.0,32785.0,42928.0,49889.0,52102.0,49201.0,54078.0,68977.0,41962.0,62122.0,26663.0,26848.0,27510.0,28752.0,44360.0,50332.0,30377.0,46979.0
m1G/m2G,714520.0,481943.0,586467.0,638280.0,270040.0,304793.0,319270.0,447193.0,667119.0,646348.0,612930.0,677940.0,784901.0,487504.0,623559.0,782603.0,280417.0,258200.0,317786.0,351493.0,677008.0,695564.0,534894.0,620421.0,749193.0,542455.0,627456.0,567679.0,295479.0,271078.0,347383.0,408085.0,687465.0,647651.0,654977.0,518278.0,924260.0,715657.0,885669.0,875477.0,337193.0,326513.0,369098.0,400662.0,647941.0,566089.0,507190.0,699647.0,853461.0,606918.0,706451.0,745054.0,258176.0,371373.0,462953.0,359153.0,642958.0,615344.0,669778.0,673852.0,950532.0,686906.0,668225.0,669461.0,379320.0,401081.0,370909.0,321008.0,630983.0,556305.0,632008.0,618711.0,1011184.0,652925.0,702027.0,771343.0,301060.0,320347.0,357051.0,394342.0,575892.0,643643.0,679102.0,633238.0,748656.0,918247.0,592415.0,822027.0,362463.0,320368.0,351705.0,361091.0,552920.0,648697.0,413310.0,615948.0
m4Cm/m5Cm,515.0,0,459.0,0,0,0,0,0,0,0,0,294.0,0,0,414.0,0,0,399.0,0,0,0,0,0,0,0,0,2443.0,0,290.0,0,3502.0,0,0,0,0,0,2632.0,2383.0,0,0,0,0,0,3255.0,0,0,0,0,0,2366.0,0,0,0,0,2824.0,0,0,0,0,0,0,0,0,0,2424.0,0,0,0,0,2395.0,0,3116.0,0,2428.0,0,2424.0,0,2569.0,0,0,2140.0,0,0,2651.0,3157.0,2425.0,2335.0,0,2403.0,2227.0,0,0,1967.0,0,2203.0,2628.0
m5s2U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,0,0,0,0,121.0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0
m6Am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m6t6A,39420.0,32509.0,37050.0,36849.0,18740.0,20823.0,21551.0,30290.0,46855.0,48717.0,44108.0,50880.0,43001.0,35395.0,39466.0,46837.0,18868.0,19212.0,23783.0,24993.0,50402.0,56627.0,45589.0,56302.0,40963.0,34137.0,42414.0,38767.0,20891.0,19987.0,24961.0,28730.0,50106.0,50848.0,52050.0,46165.0,49012.0,39297.0,47392.0,48010.0,25012.0,21721.0,26871.0,31173.0,51749.0,43686.0,40227.0,57158.0,45179.0,39732.0,47121.0,46787.0,19781.0,31513.0,33833.0,26484.0,50358.0,50563.0,53198.0,53435.0,50507.0,42321.0,44075.0,43703.0,30668.0,30171.0,27952.0,17843.0,50444.0,44036.0,50983.0,50693.0,59837.0,43368.0,48032.0,53935.0,20772.0,23436.0,25577.0,25312.0,45316.0,53590.0,58120.0,35978.0,47865.0,57099.0,40472.0,46951.0,26142.0,17262.0,22964.0,25143.0,37368.0,51260.0,33854.0,50578.0
mnm5U_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnm5U_239,6141.0,4711.0,5302.0,5103.0,4710.0,4562.0,4050.0,4998.0,4482.0,4457.0,5171.0,5306.0,6978.0,5894.0,5881.0,5033.0,5533.0,5216.0,4723.0,3915.0,4695.0,4342.0,5205.0,5075.0,7935.0,6434.0,4906.0,4100.0,4125.0,5109.0,4586.0,5628.0,4429.0,4829.0,5081.0,5117.0,6281.0,5584.0,5026.0,5541.0,4833.0,3980.0,4204.0,4577.0,4022.0,4303.0,4822.0,5321.0,6684.0,5572.0,4994.0,5465.0,4226.0,4240.0,4319.0,4335.0,4290.0,4560.0,4934.0,4135.0,6407.0,5837.0,5347.0,4812.0,4964.0,5153.0,5039.0,5114.0,5090.0,5380.0,5156.0,4588.0,6711.0,5516.0,4621.0,6064.0,4854.0,4926.0,5112.0,4542.0,5314.0,3468.0,5465.0,5330.0,6038.0,5673.0,6212.0,4668.0,4804.0,4976.0,4119.0,4530.0,4814.0,5930.0,4786.0,6011.0
ms2t6A_182,0,356.0,451.0,366.0,472.0,481.0,303.0,345.0,306.0,503.0,0,462.0,347.0,372.0,0,405.0,483.0,596.0,467.0,439.0,0,595.0,0,0,606.0,385.0,381.0,277.0,599.0,346.0,495.0,0,0,512.0,397.0,495.0,469.0,0,0,505.0,617.0,397.0,395.0,214.0,0,0,491.0,510.0,0,305.0,0,345.0,328.0,568.0,306.0,0,454.0,0,0,0,328.0,423.0,314.0,363.0,560.0,348.0,474.0,467.0,444.0,0,501.0,534.0,582.0,442.0,629.0,349.0,455.0,401.0,416.0,520.0,606.0,529.0,0,360.0,515.0,503.0,0,378.0,424.0,409.0,369.0,599.0,520.0,0,0,394.0
ms2t6A_327,3280.0,0,2616.0,2518.0,2665.0,0,0,2736.0,0,2344.0,2751.0,2883.0,3577.0,2872.0,2314.0,2636.0,2660.0,2720.0,2799.0,2625.0,2588.0,2226.0,2548.0,2920.0,3390.0,2789.0,2364.0,0,2679.0,2828.0,2468.0,0,2575.0,0,2287.0,0,3307.0,0,0,0,2394.0,2519.0,2309.0,2680.0,2479.0,0,2430.0,2677.0,3443.0,2771.0,2403.0,0,2325.0,2624.0,0,2385.0,0,2281.0,2685.0,2581.0,3011.0,2538.0,2546.0,0,2850.0,0,2081.0,0,3073.0,0,2505.0,2554.0,0,2582.0,351.0,2333.0,2839.0,0,0,2566.0,2456.0,0,2298.0,0,3366.0,2827.0,0,0,2415.0,2829.0,2481.0,3187.0,0,2993.0,0,0
ncm5s2U_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncm5s2U_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncm5U_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0,0,0,0,0,228.0,0,0,0,0,182.0,0,0,0,0,0,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncm5U_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0
ncm5Um,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm5s2U_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oQ_163,145.0,0,0,0,0,0,0,0,0,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,133.0,276.0,0,106.0,0,0,0,0,0,0,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oQ_295,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preQ1_295,0,0,0,0,0,0,117.0,143.0,0,0,0,0,0,0,0,0,170.0,0,0,0,0,208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,0,0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,0,0,0,0,0,0,0,285.0,415.0,0,0,0,0,0,0,0,0,0,152.0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0
rA,77205253.0,57002765.0,68236119.0,73038843.0,33144664.0,36321133.0,39477253.0,54509006.0,78990698.0,75540164.0,73293459.0,79353957.0,77067882.0,56030807.0,68479941.0,81426245.0,33006282.0,31190438.0,36929051.0,40890770.0,77287993.0,79796853.0,62208052.0,70220821.0,74772547.0,61588693.0,64377010.0,58252999.0,33233612.0,31119788.0,39702662.0,46377422.0,78576959.0,72464754.0,73634210.0,58552036.0,88840482.0,74534590.0,88704345.0,92351202.0,37913991.0,36381668.0,40925985.0,45253884.0,70443620.0,61991994.0,56873558.0,80196879.0,80900318.0,61856291.0,74749962.0,78208746.0,29073486.0,40725593.0,51159185.0,39844524.0,72017669.0,66576186.0,76363010.0,74342801.0,90806989.0,73350015.0,68471879.0,67928084.0,41105446.0,44043912.0,41391915.0,36232908.0,68348285.0,61168616.0,68962379.0,69766964.0,92625992.0,64530235.0,71878186.0,78144967.0,33903315.0,35329881.0,39470521.0,41372756.0,64676154.0,72530958.0,74321869.0,0,75193171.0,89990996.0,59012460.0,85081939.0,38895217.0,34906648.0,36355598.0,37761891.0,60901901.0,68869543.0,44393517.0,68696908.0
rC,20312357.0,14404032.0,17692341.0,18370085.0,9302744.0,10083055.0,10870223.0,14267803.0,20934989.0,21711051.0,20740265.0,22182548.0,21068962.0,14530434.0,17593978.0,20632554.0,9046320.0,8467335.0,10500747.0,11198653.0,20218370.0,21618687.0,17831914.0,20930384.0,19824885.0,14637336.0,16516264.0,16543665.0,9300280.0,7810266.0,10622427.0,12176831.0,20633308.0,18907046.0,20772811.0,17340499.0,24839447.0,17545210.0,20302971.0,20572985.0,10041456.0,9259687.0,10735139.0,12137660.0,18450255.0,16130661.0,16075294.0,21412337.0,21621868.0,15570731.0,17941841.0,18416079.0,7310014.0,10301699.0,13322080.0,10848922.0,18102811.0,17990871.0,19972398.0,20474838.0,23605851.0,16717171.0,16811891.0,16985620.0,10216462.0,10738142.0,10206340.0,5955008.0,16509048.0,15730248.0,18287724.0,17889581.0,25407857.0,15712928.0,17042469.0,19081702.0,8162443.0,8466440.0,8987557.0,7928512.0,13509587.0,19100247.0,18600008.0,10117291.0,19843843.0,21041515.0,14406680.0,18637874.0,9517849.0,5315451.0,8760529.0,8477662.0,11321048.0,17346361.0,11543969.0,16788266.0
rG,76346095.0,59562831.0,70246484.0,74307159.0,35483918.0,38990930.0,41027766.0,56112318.0,80339106.0,76590092.0,76342171.0,79781524.0,75408254.0,57799259.0,71082996.0,81865556.0,35883454.0,33755518.0,40396648.0,43889343.0,78986871.0,82647575.0,65202774.0,73036839.0,74672556.0,65021010.0,68783571.0,61485014.0,37417703.0,35174729.0,43929680.0,50163490.0,81841683.0,76220642.0,77892724.0,62652787.0,89905991.0,77103188.0,92552201.0,95981943.0,42016348.0,40975517.0,45313135.0,50814537.0,75560255.0,68697544.0,61919254.0,82685035.0,81671089.0,66962416.0,79957730.0,81196807.0,33224917.0,45978988.0,56875315.0,44154383.0,76727918.0,71177625.0,78987186.0,78342255.0,92177665.0,78981050.0,72324350.0,74272752.0,46689743.0,49664839.0,46192260.0,0,73264151.0,66164426.0,74260920.0,75184646.0,97307871.0,68682609.0,77564952.0,81479843.0,38011347.0,40094094.0,43958930.0,48740823.0,71462733.0,76909141.0,79856049.0,0,77881576.0,95247037.0,64433391.0,90509588.0,43418848.0,0,42171667.0,43846835.0,69900342.0,75222812.0,50221807.0,73416937.0
rU,5211620.0,4311236.0,5252865.0,5567997.0,2653605.0,2957097.0,3170415.0,4130791.0,5806326.0,5477255.0,5497025.0,5769119.0,5779424.0,4578516.0,5543027.0,6427426.0,2765927.0,2612645.0,3099925.0,3289947.0,5811306.0,6053101.0,4756361.0,5236502.0,5678603.0,5301449.0,5546509.0,5256648.0,2932461.0,2779225.0,3461520.0,3949109.0,6212507.0,5785646.0,5785287.0,4742117.0,7322497.0,6489486.0,7629924.0,7653150.0,3402141.0,3317447.0,3602907.0,4024271.0,5808277.0,5358874.0,4760039.0,6226761.0,6539230.0,5603005.0,6589701.0,6610855.0,2701487.0,3768445.0,4539361.0,3522035.0,5985048.0,5533496.0,6083216.0,6036427.0,7118886.0,6293948.0,6014753.0,6230047.0,3768284.0,3972996.0,3774772.0,0,5651853.0,5174264.0,5770384.0,5894901.0,7717216.0,5855734.0,6362128.0,6866115.0,3110680.0,3299781.0,3590619.0,3694113.0,5734443.0,6033577.0,6218413.0,0,6292816.0,7987443.0,5672307.0,7530731.0,3581455.0,0,3556027.0,3529294.0,5385171.0,5929021.0,3969631.0,5842078.0
s2Um,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0
